iteration,loss
1,1.4515327504157054
2,1.3865474042488881
3,1.4605573326245107
5,1.329322505130486
8,1.1856364872463687
12,0.971346810483873
20,0.7887127521091937
30,0.778476270937734
50,0.6905479767330696
75,0.6511313324250173
100,0.6339431580352739
150,0.61375259769969
200,0.6065540542853421
300,0.5997839556959498
500,0.5956164751663645
750,0.5934217009394904
1000,0.5924201280040209
