iteration,loss
1,1.4515333570679108
2,1.3865478925096295
3,1.4605607221566137
5,1.329323752327764
8,1.1856511428259124
12,0.9713579865523431
20,0.7887398423696753
30,0.7781186932437505
50,0.6928393153122653
75,0.653647284289462
100,0.6341519747937295
150,0.612538324324955
200,0.6075962051490658
300,0.6004089600565781
500,0.594982375236954
750,0.5935334717350692
1000,0.5914622767563655
