iteration,loss
1,1.4337440357847893
2,1.3961278052350508
3,1.3791373163666316
5,1.3517413250741954
8,1.311528683022502
12,1.100748721903091
20,0.8917481876907388
30,0.8250244543536216
50,0.749521621416982
75,0.7183296487529548
100,0.681706026592183
150,0.6414981279642157
200,0.6210740148281348
300,0.6022376648588252
500,0.5940320124216024
750,0.5935412903461015
1000,0.5935412903461015
